training_record_id,employee_id,course_id,course_name,regulator,is_mandatory,due_date,completion_date,status,days_overdue,department_id,location_id
TRC-001343,EMP-00169,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-02,2025-10-16,Completed,0,DPT-006,LOC-003
TRC-001344,EMP-00169,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-24,2025-09-01,Completed,0,DPT-006,LOC-003
TRC-001345,EMP-00169,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-13,,Overdue,192,DPT-006,LOC-003
TRC-001346,EMP-00169,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-01-12,2024-12-28,Completed,0,DPT-006,LOC-003
TRC-001347,EMP-00169,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-17,2026-05-08,Completed,0,DPT-006,LOC-003
TRC-001348,EMP-00169,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-18,2026-03-23,Completed,0,DPT-006,LOC-003
TRC-001349,EMP-00169,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-04,2025-01-30,Completed,0,DPT-006,LOC-003
TRC-001350,EMP-00169,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-07-05,2024-06-24,Completed,0,DPT-006,LOC-003
TRC-001351,EMP-00169,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-28,2026-01-16,Completed,0,DPT-006,LOC-003
TRC-001352,EMP-00169,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-27,Completed,0,DPT-006,LOC-003
TRC-001353,EMP-00170,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-10-21,2025-10-07,Completed,0,DPT-005,LOC-001
TRC-001354,EMP-00170,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-16,2026-03-16,Completed,0,DPT-005,LOC-001
TRC-001355,EMP-00170,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-29,2025-12-29,Completed,0,DPT-005,LOC-001
TRC-001356,EMP-00170,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-12-16,2025-09-09,Completed,0,DPT-005,LOC-001
TRC-001357,EMP-00170,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-17,,Overdue,341,DPT-005,LOC-001
TRC-001358,EMP-00170,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-18,2026-03-30,Completed,0,DPT-005,LOC-001
TRC-001359,EMP-00170,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-11-16,2025-10-19,Completed,0,DPT-005,LOC-001
TRC-001360,EMP-00170,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-12-11,2025-11-05,Completed,0,DPT-005,LOC-001
TRC-001361,EMP-00170,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-08-29,2025-08-14,Completed,0,DPT-005,LOC-001
TRC-001362,EMP-00170,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-005,LOC-001
TRC-001363,EMP-00175,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-10-11,2025-09-19,Completed,0,DPT-016,LOC-004
TRC-001364,EMP-00175,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-19,2026-04-15,Completed,0,DPT-016,LOC-004
TRC-001365,EMP-00175,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-15,2026-03-21,Completed,0,DPT-016,LOC-004
TRC-001366,EMP-00175,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-07-05,2025-09-05,Completed,0,DPT-016,LOC-004
TRC-001367,EMP-00175,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-14,2026-05-08,Completed,0,DPT-016,LOC-004
TRC-001368,EMP-00175,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-25,2026-02-21,Completed,0,DPT-016,LOC-004
TRC-001369,EMP-00175,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-03-11,2026-01-25,Completed,0,DPT-016,LOC-004
TRC-001370,EMP-00175,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-10-13,2025-09-07,Completed,0,DPT-016,LOC-004
TRC-001371,EMP-00175,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-04,2025-11-13,Completed,0,DPT-016,LOC-004
TRC-001372,EMP-00176,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-06,2025-10-29,Completed,0,DPT-003,LOC-001
TRC-001373,EMP-00176,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-31,2025-11-21,Completed,0,DPT-003,LOC-001
TRC-001374,EMP-00176,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-17,2026-03-11,Completed,0,DPT-003,LOC-001
TRC-001375,EMP-00176,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-06-06,2025-02-21,Completed,0,DPT-003,LOC-001
TRC-001376,EMP-00176,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-15,2025-07-06,Completed,0,DPT-003,LOC-001
TRC-001377,EMP-00176,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-06,2026-04-01,Completed,0,DPT-003,LOC-001
TRC-001378,EMP-00176,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-04-28,2026-03-31,Completed,0,DPT-003,LOC-001
TRC-001379,EMP-00176,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-04-07,2025-02-28,Completed,0,DPT-003,LOC-001
TRC-001380,EMP-00176,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-19,,Overdue,247,DPT-003,LOC-001
TRC-001381,EMP-00177,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-16,2025-12-21,Completed,0,DPT-013,LOC-001
TRC-001382,EMP-00177,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-01,2025-06-30,Completed,0,DPT-013,LOC-001
TRC-001383,EMP-00177,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-19,2026-02-13,Completed,0,DPT-013,LOC-001
TRC-001384,EMP-00177,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-05-16,2026-04-18,Completed,0,DPT-013,LOC-001
TRC-001385,EMP-00177,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-08,2025-08-11,Completed,0,DPT-013,LOC-001
TRC-001386,EMP-00177,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-16,2026-02-22,Completed,0,DPT-013,LOC-001
TRC-001387,EMP-00177,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-16,2025-01-07,Completed,0,DPT-013,LOC-001
TRC-001388,EMP-00177,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-08-27,2025-08-17,Completed,0,DPT-013,LOC-001
TRC-001389,EMP-00177,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-26,,Overdue,118,DPT-013,LOC-001
TRC-001390,EMP-00178,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-17,2025-10-10,Completed,0,DPT-023,LOC-007
TRC-001391,EMP-00178,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-21,2025-06-02,Completed,0,DPT-023,LOC-007
TRC-001392,EMP-00178,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-19,2025-11-06,Completed,0,DPT-023,LOC-007
TRC-001393,EMP-00178,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-07-20,2025-06-26,Completed,0,DPT-023,LOC-007
TRC-001394,EMP-00178,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-19,2025-06-18,Completed,0,DPT-023,LOC-007
TRC-001395,EMP-00178,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-17,2025-12-26,Completed,0,DPT-023,LOC-007
TRC-001396,EMP-00178,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-06-11,2025-05-31,Completed,0,DPT-023,LOC-007
TRC-001397,EMP-00178,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-04-03,2026-02-18,Completed,0,DPT-023,LOC-007
TRC-001398,EMP-00178,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-11-06,,Overdue,199,DPT-023,LOC-007
TRC-001399,EMP-00178,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-023,LOC-007
TRC-001400,EMP-00179,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-08-24,2025-10-05,Completed,0,DPT-017,LOC-001
TRC-001401,EMP-00179,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-22,2025-11-12,Completed,0,DPT-017,LOC-001
TRC-001402,EMP-00179,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-05-03,2026-04-12,Completed,0,DPT-017,LOC-001
TRC-001403,EMP-00179,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-03-25,2026-02-26,Completed,0,DPT-017,LOC-001
TRC-001404,EMP-00179,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-15,2025-10-22,Completed,0,DPT-017,LOC-001
TRC-001405,EMP-00179,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-19,,Overdue,5,DPT-017,LOC-001
TRC-001406,EMP-00179,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-12-09,2025-09-30,Completed,0,DPT-017,LOC-001
TRC-001407,EMP-00179,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-05-03,2025-10-06,Completed,0,DPT-017,LOC-001
TRC-001408,EMP-00179,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-08-16,,Overdue,281,DPT-017,LOC-001
TRC-001409,EMP-00180,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-25,2026-02-10,Completed,0,DPT-010,LOC-002
TRC-001410,EMP-00180,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-04,2025-08-29,Completed,0,DPT-010,LOC-002
TRC-001411,EMP-00180,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-05-01,2026-04-20,Completed,0,DPT-010,LOC-002
TRC-001412,EMP-00180,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-05-28,2025-06-29,Completed,0,DPT-010,LOC-002
TRC-001413,EMP-00180,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-16,2025-11-15,Completed,0,DPT-010,LOC-002
TRC-001414,EMP-00180,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-12,2026-01-18,Completed,0,DPT-010,LOC-002
TRC-001415,EMP-00180,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-01-22,2025-07-09,Completed,0,DPT-010,LOC-002
TRC-001416,EMP-00180,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-05-07,2025-06-18,Completed,0,DPT-010,LOC-002
TRC-001417,EMP-00180,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-04,2025-11-13,Completed,0,DPT-010,LOC-002
TRC-001418,EMP-00181,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-15,2025-12-18,Completed,0,DPT-001,LOC-001
TRC-001419,EMP-00181,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-25,2025-06-07,Completed,0,DPT-001,LOC-001
TRC-001420,EMP-00181,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-24,,Overdue,304,DPT-001,LOC-001
TRC-001421,EMP-00181,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-02-13,2025-01-09,Completed,0,DPT-001,LOC-001
TRC-001422,EMP-00181,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-05,2025-05-22,Completed,0,DPT-001,LOC-001
TRC-001423,EMP-00181,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-20,2026-01-19,Completed,0,DPT-001,LOC-001
TRC-001424,EMP-00181,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-09-02,2024-08-01,Completed,0,DPT-001,LOC-001
TRC-001425,EMP-00181,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-02-22,2025-02-03,Completed,0,DPT-001,LOC-001
TRC-001426,EMP-00181,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-25,2025-06-17,Completed,0,DPT-001,LOC-001
TRC-001427,EMP-00181,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-001,LOC-001
TRC-001428,EMP-00183,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-30,2025-06-19,Completed,0,DPT-021,LOC-001
TRC-001429,EMP-00183,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-29,2025-07-24,Completed,0,DPT-021,LOC-001
TRC-001430,EMP-00183,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-05-08,2026-03-26,Completed,0,DPT-021,LOC-001
TRC-001431,EMP-00183,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-07-18,2024-07-14,Completed,0,DPT-021,LOC-001
TRC-001432,EMP-00183,TRN-005,Insider Trading Policy,Internal,Yes,2026-04-27,2026-04-07,Completed,0,DPT-021,LOC-001
TRC-001433,EMP-00183,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-31,2026-01-26,Completed,0,DPT-021,LOC-001
TRC-001434,EMP-00183,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-20,2024-11-03,Completed,0,DPT-021,LOC-001
TRC-001435,EMP-00183,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-09,2026-01-27,Completed,0,DPT-021,LOC-001
TRC-001436,EMP-00183,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-06-10,2025-05-30,Completed,0,DPT-021,LOC-001
TRC-001437,EMP-00183,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-021,LOC-001
TRC-001438,EMP-00186,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-10-28,,Overdue,208,DPT-016,LOC-003
TRC-001439,EMP-00186,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-13,2025-09-05,Completed,0,DPT-016,LOC-003
TRC-001440,EMP-00186,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-07,2026-02-25,Completed,0,DPT-016,LOC-003
TRC-001441,EMP-00186,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-11-05,2025-09-08,Completed,0,DPT-016,LOC-003
TRC-001442,EMP-00186,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-27,2025-09-03,Completed,0,DPT-016,LOC-003
TRC-001443,EMP-00186,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-11,2026-01-20,Completed,0,DPT-016,LOC-003
TRC-001444,EMP-00186,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-09-28,2025-09-26,Completed,0,DPT-016,LOC-003
TRC-001445,EMP-00186,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-01-22,2025-12-21,Completed,0,DPT-016,LOC-003
TRC-001446,EMP-00186,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-05-09,,Overdue,15,DPT-016,LOC-003
TRC-001447,EMP-00186,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-016,LOC-003
TRC-001448,EMP-00187,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-12-31,2025-11-17,Completed,0,DPT-002,LOC-001
TRC-001449,EMP-00187,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-03,2026-02-20,Completed,0,DPT-002,LOC-001
TRC-001450,EMP-00187,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-16,2026-03-28,Completed,0,DPT-002,LOC-001
TRC-001451,EMP-00187,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-07-15,2025-06-12,Completed,0,DPT-002,LOC-001
TRC-001452,EMP-00187,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-22,2025-12-06,Completed,0,DPT-002,LOC-001
TRC-001453,EMP-00187,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-15,2026-01-18,Completed,0,DPT-002,LOC-001
TRC-001454,EMP-00187,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-17,2025-06-06,Completed,0,DPT-002,LOC-001
TRC-001455,EMP-00187,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-01-13,2025-12-14,Completed,0,DPT-002,LOC-001
TRC-001456,EMP-00187,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-26,2025-12-06,Completed,0,DPT-002,LOC-001
TRC-001457,EMP-00187,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-002,LOC-001
TRC-001458,EMP-00188,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-12-17,2025-11-22,Completed,0,DPT-023,LOC-001
TRC-001459,EMP-00188,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-05-01,2026-03-25,Completed,0,DPT-023,LOC-001
TRC-001460,EMP-00188,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-29,,Overdue,268,DPT-023,LOC-001
TRC-001461,EMP-00188,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-04-05,2025-03-28,Completed,0,DPT-023,LOC-001
TRC-001462,EMP-00188,TRN-005,Insider Trading Policy,Internal,Yes,2026-02-25,2026-02-15,Completed,0,DPT-023,LOC-001
TRC-001463,EMP-00188,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-29,2026-01-12,Completed,0,DPT-023,LOC-001
TRC-001464,EMP-00188,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-06-19,2025-05-18,Completed,0,DPT-023,LOC-001
TRC-001465,EMP-00188,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-06-15,2025-05-26,Completed,0,DPT-023,LOC-001
TRC-001466,EMP-00188,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-03-02,2026-01-24,Completed,0,DPT-023,LOC-001
TRC-001467,EMP-00188,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-09,Completed,0,DPT-023,LOC-001
TRC-001468,EMP-00190,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-19,2026-04-05,Completed,0,DPT-012,LOC-004
TRC-001469,EMP-00190,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-16,2025-12-17,Completed,0,DPT-012,LOC-004
TRC-001470,EMP-00190,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-09-01,2025-08-09,Completed,0,DPT-012,LOC-004
TRC-001471,EMP-00190,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-02-15,2026-01-31,Completed,0,DPT-012,LOC-004
TRC-001472,EMP-00190,TRN-005,Insider Trading Policy,Internal,Yes,2026-03-18,2026-02-25,Completed,0,DPT-012,LOC-004
TRC-001473,EMP-00190,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-05,2026-02-04,Completed,0,DPT-012,LOC-004
TRC-001474,EMP-00190,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-08,,Overdue,562,DPT-012,LOC-004
TRC-001475,EMP-00190,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-02-06,2026-01-15,Completed,0,DPT-012,LOC-004
TRC-001476,EMP-00190,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-11,2025-08-30,Completed,0,DPT-012,LOC-004
TRC-001477,EMP-00191,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-26,2026-01-12,Completed,0,DPT-025,LOC-006
TRC-001478,EMP-00191,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-17,2025-11-07,Completed,0,DPT-025,LOC-006
TRC-001479,EMP-00191,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-24,2025-12-22,Completed,0,DPT-025,LOC-006
TRC-001480,EMP-00191,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-05-20,2026-04-09,Completed,0,DPT-025,LOC-006
TRC-001481,EMP-00191,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-26,2025-09-19,Completed,0,DPT-025,LOC-006
TRC-001482,EMP-00191,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-26,2026-01-05,Completed,0,DPT-025,LOC-006
TRC-001483,EMP-00191,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-10-28,2025-01-16,Completed,0,DPT-025,LOC-006
TRC-001484,EMP-00191,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-12-23,2025-02-09,Completed,0,DPT-025,LOC-006
TRC-001485,EMP-00191,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-03,2025-12-25,Completed,0,DPT-025,LOC-006
TRC-001486,EMP-00191,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-08,Completed,0,DPT-025,LOC-006
TRC-001487,EMP-00192,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-01,2025-10-06,Completed,0,DPT-020,LOC-001
TRC-001488,EMP-00192,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-05,2025-08-19,Completed,0,DPT-020,LOC-001
TRC-001489,EMP-00192,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-02-04,2026-01-09,Completed,0,DPT-020,LOC-001
TRC-001490,EMP-00192,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-06-04,2025-04-24,Completed,0,DPT-020,LOC-001
TRC-001491,EMP-00192,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-05,2025-06-03,Completed,0,DPT-020,LOC-001
TRC-001492,EMP-00192,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-02,2026-03-30,Completed,0,DPT-020,LOC-001
TRC-001493,EMP-00192,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-07-22,2025-05-01,Completed,0,DPT-020,LOC-001
TRC-001494,EMP-00192,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-10-18,,Overdue,218,DPT-020,LOC-001
TRC-001495,EMP-00192,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-31,2026-01-16,Completed,0,DPT-020,LOC-001
TRC-001496,EMP-00192,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-020,LOC-001
TRC-001497,EMP-00195,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-24,2025-10-28,Completed,0,DPT-002,LOC-001
TRC-001498,EMP-00195,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-19,2025-08-10,Completed,0,DPT-002,LOC-001
TRC-001499,EMP-00195,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-19,2026-03-10,Completed,0,DPT-002,LOC-001
TRC-001500,EMP-00195,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-09-26,2025-09-06,Completed,0,DPT-002,LOC-001
TRC-001501,EMP-00195,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-13,2025-06-01,Completed,0,DPT-002,LOC-001
TRC-001502,EMP-00195,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-17,2026-02-11,Completed,0,DPT-002,LOC-001
TRC-001503,EMP-00195,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-01-10,2025-01-09,Completed,0,DPT-002,LOC-001
TRC-001504,EMP-00195,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-11-09,2025-10-09,Completed,0,DPT-002,LOC-001
TRC-001505,EMP-00195,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-02,2025-12-10,Completed,0,DPT-002,LOC-001
TRC-001506,EMP-00196,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-25,2025-05-24,Completed,0,DPT-002,LOC-006
TRC-001507,EMP-00196,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-18,2025-10-11,Completed,0,DPT-002,LOC-006
TRC-001508,EMP-00196,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-03-01,2026-02-23,Completed,0,DPT-002,LOC-006
TRC-001509,EMP-00196,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-08-02,2025-06-22,Completed,0,DPT-002,LOC-006
TRC-001510,EMP-00196,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-01,2025-08-29,Completed,0,DPT-002,LOC-006
TRC-001511,EMP-00196,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-18,2026-02-16,Completed,0,DPT-002,LOC-006
TRC-001512,EMP-00196,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-20,2025-07-18,Completed,0,DPT-002,LOC-006
TRC-001513,EMP-00196,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-07-27,2025-07-23,Completed,0,DPT-002,LOC-006
TRC-001514,EMP-00196,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-20,2025-08-15,Completed,0,DPT-002,LOC-006
TRC-001515,EMP-00197,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-13,2025-10-19,Completed,0,DPT-022,LOC-001
TRC-001516,EMP-00197,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-11-24,2025-10-15,Completed,0,DPT-022,LOC-001
TRC-001517,EMP-00197,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-05-21,,Overdue,3,DPT-022,LOC-001
TRC-001518,EMP-00197,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-01-29,2025-04-28,Completed,0,DPT-022,LOC-001
TRC-001519,EMP-00197,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-17,2025-05-11,Completed,0,DPT-022,LOC-001
TRC-001520,EMP-00197,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-01,2026-03-21,Completed,0,DPT-022,LOC-001
TRC-001521,EMP-00197,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-10-11,2025-04-01,Completed,0,DPT-022,LOC-001
TRC-001522,EMP-00197,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-02-03,2025-12-23,Completed,0,DPT-022,LOC-001
TRC-001523,EMP-00197,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-06-05,2025-05-01,Completed,0,DPT-022,LOC-001
TRC-001524,EMP-00198,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-03,2025-12-25,Completed,0,DPT-016,LOC-001
TRC-001525,EMP-00198,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-03-26,2026-02-16,Completed,0,DPT-016,LOC-001
TRC-001526,EMP-00198,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-25,2025-08-12,Completed,0,DPT-016,LOC-001
TRC-001527,EMP-00198,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-10-23,2025-10-22,Completed,0,DPT-016,LOC-001
TRC-001528,EMP-00198,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-22,2025-11-23,Completed,0,DPT-016,LOC-001
TRC-001529,EMP-00198,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-21,,Overdue,123,DPT-016,LOC-001
TRC-001530,EMP-00198,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-11-27,2025-10-14,Completed,0,DPT-016,LOC-001
